title,full_link,price,rating,sold,offer,page_number,offer_percentage
Redmi Note 11 | 90 Hz FHD+ AMOLED Display | 50 MP AI Quad Camera | 4/64 GB - Black,https://www.daraz.com.np/products/redmi-note-11-90-hz-fhd-amoled-display-50-mp-ai-quad-camera-464-gb-black-i111391531.html,23999.0,118.0,379.0,,3,0.0
ZTE Nubia Neo 5G 8+10GB Ram 256GB Storage 120Hz Display,https://www.daraz.com.np/products/zte-nubia-neo-5g-810gb-ram-256gb-storage-120hz-display-i131628230.html,24999.0,1.0,22.0,,3,0.0
"HONOR 90 LITE 5G | 8GB RAM , 256GB STORAGE | 100MP Triple Camera | 90Hz Display, 4500mAh | Dual SIM | Android 13",https://www.daraz.com.np/products/honor-90-lite-5g-8gb-ram-256gb-storage-100mp-triple-camera-90hz-display-4500mah-dual-sim-android-13-i128019936.html,31990.0,17.0,54.0,,3,0.0
Foneme  Model Flip Keypad Mobile Double Sim,https://www.daraz.com.np/products/foneme-model-flip-keypad-mobile-double-sim-i131366274.html,3399.0,1.0,25.0,15% Off,3,15.0
"Redmi Note 13 Pro (8/256GB) | 6.67"" AMOLED Display | MediaTek Helio G99-Ultra Processor | 5000mAh Battery | 67W Turbo Charging",https://www.daraz.com.np/products/redmi-note-13-pro-8256gb-667-amoled-display-mediatek-helio-g99-ultra-processor-5000mah-battery-67w-turbo-charging-i129550764.html,32999.0,26.0,99.0,,3,0.0
"Tecno Spark Go 2024 (4/64GB) | 6.56"" Dot-In Display | Android 13 | 5000 mAh Battery | Fast Charge | Side Edge Fingerprint",https://www.daraz.com.np/products/tecno-spark-go-2024-464gb-656-dot-in-display-android-13-5000-mah-battery-fast-charge-side-edge-fingerprint-i132159128.html,11990.0,2.0,13.0,,3,0.0
Q413 SMART PHONE,https://www.daraz.com.np/products/q413-smart-phone-i129005432.html,5600.0,3.0,15.0,42% Off,3,42.0
"Samsung Galaxy A23 (6GB+128GB) With Selfie Stick, Mobile Cover & Earphone",https://www.daraz.com.np/products/samsung-galaxy-a23-6gb128gb-with-selfie-stick-mobile-cover-earphone-i113691620.html,29999.0,16.0,87.0,,3,0.0
ringme R1+ coreless mobile 4 sim support,https://www.daraz.com.np/products/ringme-r1-coreless-mobile-4-sim-support-i131800116.html,3795.0,7.0,15.0,,3,0.0
M-Horse HOT 30 Play 3/64GB,https://www.daraz.com.np/products/m-horse-hot-30-play-364gb-i129779650.html,9800.0,1.0,8.0,,3,0.0
Vitu S6 Max 7Gb Ram 64Gb Room{4+3}+64 4G VOLTE 5250 mAh Battery,https://www.daraz.com.np/products/vitu-max-7gb-ram-64gb-room-43-64-4g-volte-5250-mah-battery-i129045675.html,10830.0,1.0,8.0,5% Off,3,5.0
Infinix GT 20 Pro || 12/256 GB || MediaTek Dimensity 8200 5G,https://www.daraz.com.np/products/infinix-gt-20-pro-12256-gb-mediatek-dimensity-8200-5g-i136262600.html,47690.0,1.0,0.0,1% Off,3,1.0
Benco S1 ( 6/128GB) | 48MP Camera l 5000 MAh battery l 18W Fast Charger,https://www.daraz.com.np/products/benco-6128gb-48mp-camera-l-5000-mah-battery-l-18w-fast-charger-i127843339.html,13999.0,30.0,109.0,13% Off,3,13.0
Infinix Note 40 Pro 4G || 12/256 GB || 70W Wired / 20W Wireless MagCharge,https://www.daraz.com.np/products/infinix-note-40-pro-4g-12256-gb-70w-wired-20w-wireless-magcharge-i136849172.html,34790.0,2.0,0.0,1% Off,3,1.0
Tecno Pova 6 || 12+12 /256 GB || 6000 mAh Battery,https://www.daraz.com.np/products/tecno-pova-6-1212-256-gb-6000-mah-battery-i133794580.html,34890.0,1.0,0.0,3% Off,3,3.0
"Xiaomi Redmi Note 13 4G LTE (128GB/256GB + 6GB/8GB) 6.67"" 108MP Triple",https://www.daraz.com.np/products/xiaomi-redmi-note-13-4g-lte-128gb256gb-6gb8gb-667-108mp-triple-i129734227.html,23899.0,1.0,15.0,,3,0.0
plus p5 smartphone 4 gb ram 128 gb rom,https://www.daraz.com.np/products/plus-p5-smartphone-4-gb-ram-128-gb-rom-i131381816.html,9800.0,3.0,6.0,,3,0.0
"HONOR 200 Pro 5G | 12GB RAM, 512GB Storage | Triple 50MP Studio-level Portrait Camera | 100W Wired supercharge with 66W wireless",https://www.daraz.com.np/products/honor-200-pro-5g-12gb-ram-512gb-storage-triple-50mp-studio-level-portrait-camera-100w-wired-supercharge-with-66w-wireless-i134986666.html,84999.0,9.0,12.0,,3,0.0
CANVAS XPRESS 4G SMART PHONE 3 gb ram 16 gb rom,https://www.daraz.com.np/products/canvas-xpress-4g-smart-phone-3-gb-ram-16-gb-rom-i115698765.html,5600.0,3.0,24.0,40% Off,3,40.0
Apple iPhone 13 128GB,https://www.daraz.com.np/products/apple-iphone-13-128gb-i126170035.html,95000.0,1.0,9.0,,3,0.0
Samsung Galaxy A14 5G (8GB+128GB) | 13MP Selfie & 50MP+2MP+2MP Main Camera | 15W Fast Charge,https://www.daraz.com.np/products/samsung-galaxy-a14-5g-8gb128gb-13mp-selfie-50mp2mp2mp-main-camera-15w-fast-charge-i123895163.html,29999.0,1.0,8.0,,3,0.0
Nokia 105 Mobile Phone with Dual SIM and Wireless FM,https://www.daraz.com.np/products/nokia-105-mobile-phone-with-dual-sim-and-wireless-fm-i131830705.html,2999.0,1.0,15.0,,3,0.0
"OnePlus Nord CE 3 Lite 5G | 8GB RAM | 67W SUPERVOOC charge | 5,000 mAh Battery | 1 time screen breakage insurance within 1 year *",https://www.daraz.com.np/products/oneplus-nord-ce-3-lite-5g-8gb-ram-67w-supervooc-charge-5000-mah-battery-1-time-screen-breakage-insurance-within-1-year-i126478647.html,34599.0,16.0,58.0,25% Off,4,25.0
"POCO M5 Mobile (6/128 GB) 6.58"" FHD+ Dot Drop Display",https://www.daraz.com.np/products/poco-m5-mobile-6128-gb-658-fhd-dot-drop-display-i119815500.html,23999.0,42.0,177.0,,4,0.0
vivo Y28 | 8+8 GB Extended RAM | 6000 mAh Super Battery with 44 Watt Flash Charge | Sunlight Eye Protection Screen,https://www.daraz.com.np/products/vivo-y28-88-gb-extended-ram-6000-mah-super-battery-with-44-watt-flash-charge-sunlight-eye-protection-screen-i137882586.html,24999.0,2.0,0.0,,4,0.0
"Redmi Note 12 5G (6/128 GB) | 6.67"" AMOLED DotDisplay | 120Hz Refresh Rate | 5000 mAh Battery | 33W fast charging",https://www.daraz.com.np/products/redmi-note-12-5g-6128-gb-667-amoled-dotdisplay-120hz-refresh-rate-5000-mah-battery-33w-fast-charging-i127885501.html,29999.0,9.0,22.0,,4,0.0
"Nothing Phone (2a)  (12/256GB)/(8/128GB) | 6.7” Flexible AMOLED Dislpay | MediaTek Dimensity 7200 Pro | 5,000 mAh Battery | 45W Charge",https://www.daraz.com.np/products/nothing-phone-2a-12256gb8128gb-67-flexible-amoled-dislpay-mediatek-dimensity-7200-pro-5000-mah-battery-45w-charge-i133895828.html,45999.0,2.0,6.0,,4,0.0
Honor X5 Plus (4GB+64GB) || 5200mAh Battery || 50MP Dual Camera || 90Hz Eye-Comfort Display,https://www.daraz.com.np/products/honor-x5-plus-4gb64gb-5200mah-battery-50mp-dual-camera-90hz-eye-comfort-display-i129274580.html,14000.0,1.0,0.0,,4,0.0
vivo V30 5G (12/256GB) | Snapdragon 7 gen 3 | 50+50 MP Ultrawide Camera |,https://www.daraz.com.np/products/vivo-v30-5g-12256gb-snapdragon-7-gen-3-5050-mp-ultrawide-camera-i129872323.html,60999.0,1.0,0.0,,4,0.0
"Redmi Note 13 (8/256GB) | 6.67"" AMOLED Display | Snapdragon 685 | 5000 mAh Battery | 33W Fast Charge",https://www.daraz.com.np/products/redmi-note-13-8256gb-667-amoled-display-snapdragon-685-5000-mah-battery-33w-fast-charge-i129566170.html,25999.0,12.0,52.0,7% Off,4,7.0
"OnePlus 12R 5G | 16GB RAM, 256GB Storage",https://www.daraz.com.np/products/oneplus-12r-5g-16gb-ram-256gb-storage-i129762428.html,90999.0,1.0,6.0,,4,0.0
Figi Note 1 Pro,https://www.daraz.com.np/products/note-note-1pro-figi-mobile-smartphones-mobile-good-quality-4gb-ram-128gb-rom-big-screen-i106121203.html,15900.0,9.0,41.0,,4,0.0
"Redmi 13C (4GB/128GB) | 6.74"" HD+ 90Hz Display | Mediatek Helio G85 | 5000mAh Battery",https://www.daraz.com.np/products/redmi-13c-4gb128gb-674-hd-90hz-display-mediatek-helio-g85-5000mah-battery-i130102508.html,13999.0,10.0,62.0,,4,0.0
"Folding Flip Keypad Mobile Phone - 1.77"" Display, FM Radio, Dual SIM, Bluetooth Support",https://www.daraz.com.np/products/folding-flip-keypad-mobile-phone-177-display-fm-radio-dual-sim-bluetooth-support-i146029701.html,1999.0,1.0,5.0,23% Off,4,23.0
Vivo Y02T | 6.51in Display | 4GB RAM and 64GB RoM | 5000 mAh Battery,https://www.daraz.com.np/products/vivo-y02t-651in-display-4gb-ram-and-64gb-rom-5000-mah-battery-i128203505.html,12899.0,6.0,24.0,19% Off,4,19.0
Samsung M32(6GB RAM/128GB ROM),https://www.daraz.com.np/products/samsung-m326gb-ram128gb-rom-i115026959.html,28999.0,1.0,5.0,,4,0.0
"Redmi A3 (4GB/128GB) | 6.71"" HD+ 90Hz Display | Android 14 (Go Edition) | 5000mAh Battery",https://www.daraz.com.np/products/redmi-a3-4gb128gb-671-hd-90hz-display-android-14-go-edition-5000mah-battery-i130105463.html,12999.0,4.0,29.0,,4,0.0
"Redmi 12 (6/128) 90Hz6.79"" FHD Display| Glass Back Design",https://www.daraz.com.np/products/redmi-12-6128-90hz679-fhd-display-glass-back-design-i149998887.html,17799.0,,0.0,1% Off,4,1.0
"Redmi 13C (8GB/256GB) | 6.74"" HD+ 90Hz Display | 50MP+2MP Rear Main Camera | 5000mAh Battery",https://www.daraz.com.np/products/redmi-13c-8gb256gb-674-hd-90hz-display-50mp2mp-rear-main-camera-5000mah-battery-i130103597.html,18999.0,4.0,30.0,,4,0.0
"Redmi 13 (6GB/128GB) | 6.79"" FHD+ 90Hz Display | 108MP+2MP Rear Camera | 5000mAh Battery",https://www.daraz.com.np/products/redmi-13-6gb128gb-679-fhd-90hz-display-108mp2mp-rear-camera-5000mah-battery-i137860441.html,18999.0,1.0,0.0,,4,0.0
"POCO M5 | 6.58"" FHD+ Dot Drop Display |  4/64 GB",https://www.daraz.com.np/products/poco-m5-658-fhd-dot-drop-display-464-gb-i120749371.html,20499.0,34.0,121.0,,4,0.0
Vitu S6 Pro 7Gb Ram 64Gb Room{4+3}+64 4G VOLTE 5250 mAh Battery,https://www.daraz.com.np/products/vitu-pro-7gb-ram-64gb-room4364-4g-volte-5250-mah-battery-i126171516.html,10925.0,6.0,103.0,5% Off,4,5.0
"Galaxy A14 5G SAMSUNG  Android 13 One UI 5 || 6.6"" FHD+ Display 90Hz || 13MP Selfie + 50MP+2MP+2MP Main Camera",https://www.daraz.com.np/products/galaxy-a14-5g-samsung-android-13-one-ui-5-66-fhd-display-90hz-13mp-selfie-50mp2mp2mp-main-camera-i126311324.html,29999.0,1.0,7.0,,4,0.0
Apple iPhone 14 - Oliz Store,https://www.daraz.com.np/products/apple-iphone-14-oliz-store-i128304037.html,114000.0,4.0,6.0,26% Off,4,26.0
Infinix Smart 8 || 90Hz Punch Hole Display || 5000 mAh Battery,https://www.daraz.com.np/products/infinix-smart-8-90hz-punch-hole-display-5000-mah-battery-i129805340.html,11399.0,4.0,29.0,1% Off,4,1.0
OnePlus Nord 2T 5G Mobile phone ( 6.43 inch fluid Amoled Display 80W SuperVOOC Charging ),https://www.daraz.com.np/products/oneplus-nord-2t-5g-mobile-phone-643-inch-fluid-amoled-display-80w-supervooc-charging-i114806947.html,64999.0,2.0,12.0,,4,0.0
Infinix hot 30i | 50MP Camera | 90HZ 6.6'' Display | 5000mAh battery,https://www.daraz.com.np/products/infinix-hot-30i-50mp-camera-90hz-66-display-5000mah-battery-i127930001.html,13999.0,7.0,21.0,3% Off,4,3.0
"Apple iPhone 13 (128GB) | 6.1"" A15 IOS Super Retina XDR OLED Display",https://www.daraz.com.np/products/apple-iphone-13-128gb-61-a15-ios-super-retina-xdr-oled-display-i131827129.html,95000.0,,0.0,21% Off,4,21.0
"Redmi 13C (6/128GB) ll 6.74""  Display 90Hz Refresh Rate ll 5000mAh Battery ll 50 MP Camera ll Type C charger",https://www.daraz.com.np/products/redmi-13c-6128gb-ll-674-display-90hz-refresh-rate-ll-5000mah-battery-ll-50-mp-camera-ll-type-c-charger-i129367442.html,15999.0,3.0,12.0,,4,0.0
Apple iPhone 15 Pro Max 256GB || 1 +1 Year Extended Warranty & One-Time Screen Replacement Within First Year,https://www.daraz.com.np/products/apple-iphone-15-pro-max-256gb-1-1-year-extended-warranty-one-time-screen-replacement-within-first-year-i129074583.html,206000.0,,0.0,,4,0.0
"Benco S1 Pro | 8/256GB,8/128GB I  64MP+2MP Camera | 5000 mAh battery | 33W fast charging",https://www.daraz.com.np/products/benco-pro-8256gb-8128gb-i-64mp2mp-camera-5000-mah-battery-33w-fast-charging-i127883801.html,19799.0,8.0,33.0,6% Off,4,6.0
Realme 12x 5G (8/128) | 45W SUPERVOOC Charge | Dimensity 6100+ 6nm 5G Chipset,https://www.daraz.com.np/products/realme-12x-5g-8128-45w-supervooc-charge-dimensity-6100-6nm-5g-chipset-i141830253.html,24999.0,,0.0,,4,0.0
Realme Narzo 50 4GB+ 64GB | 11GB Dynamic RAM | Helio G96 Gaming Processor | 33W Dart Charge,https://www.daraz.com.np/products/realme-narzo-50-4gb-64gb-11gb-dynamic-ram-helio-g96-gaming-processor-33w-dart-charge-i117769023.html,18500.0,8.0,15.0,12% Off,4,12.0
"Honor X9b 5G (12/256GB) | 6.78"" AMOLED Display | 108MP Lossless Capture Camera | 5800 Battery | 35W Wired Charging | The Unbreakable Smartphone",https://www.daraz.com.np/products/honor-x9b-5g-12256gb-678-amoled-display-108mp-lossless-capture-camera-5800-battery-35w-wired-charging-the-unbreakable-smartphone-i129247673.html,43999.0,19.0,59.0,,4,0.0
"Samsung Galaxy A55 5G 12GB+256GB || 6.6-inch Super AMOLED, 120Hz, HDR10+, 1000 nits (HBM) Display | Exynos 1480 Chipset",https://www.daraz.com.np/products/samsung-galaxy-a55-5g-12gb256gb-66-inch-super-amoled-120hz-hdr10-1000-nits-hbm-display-exynos-1480-chipset-i130030841.html,67999.0,1.0,0.0,,4,0.0
"Redmi A3 (3GB/64GB) | 6.71"" 90Hz HD Display | Android 14 (Go Edition) | 5000mAh Battery",https://www.daraz.com.np/products/redmi-a3-3gb64gb-671-90hz-hd-display-android-14-go-edition-5000mah-battery-i130101485.html,11999.0,3.0,12.0,,4,0.0
"Redmi 13C (8/256GB) ll 6.74"" 90 Hz Display ll MediaTek Helio G85 Processor ll 5000mAh Battery ll 50MP camera",https://www.daraz.com.np/products/redmi-13c-8256gb-ll-674-90-hz-display-ll-mediatek-helio-g85-processor-ll-5000mah-battery-ll-50mp-camera-i129364077.html,18999.0,1.0,9.0,,4,0.0
Honor X8b || 8+8/512 GB || 50MP Front Camera,https://www.daraz.com.np/products/honor-x8b-88512-gb-50mp-front-camera-i129857902.html,29690.0,1.0,8.0,1% Off,4,1.0
Infinix Hot 30i (8GB+128GB) || 6.6 inch HD+ Display || 13MP + AI Lens || 5MP Front Camera || 5000 mAh Battery || G37 Processor,https://www.daraz.com.np/products/infinix-hot-30i-8gb128gb-66-inch-hd-display-13mp-ai-lens-5mp-front-camera-5000-mah-battery-g37-processor-i127959948.html,15500.0,3.0,30.0,9% Off,4,9.0
a10s 2+2=4 gb ram 32 gb rom,https://www.daraz.com.np/products/a10s-224-gb-ram-32-gb-rom-i131561210.html,8850.0,2.0,5.0,,4,0.0
"Techno Spark 10C  | 8GB RAM , 128GB ROM l 16MP CAMERA / 5000mAh  18W fast  Charging",https://www.daraz.com.np/products/techno-spark-10c-8gb-ram-128gb-rom-l-16mp-camera-5000mah-18w-fast-charging-i128139681.html,15990.0,3.0,12.0,,4,0.0
"Samsung Galaxy A15 5G (6GB/128GB) | 50MP+5MP+2MP Rear Camera | 6.5"" SuperAMOLED 90Hz Display | 5000mAh Battery",https://www.daraz.com.np/products/samsung-galaxy-a15-5g-6gb128gb-50mp5mp2mp-rear-camera-65-superamoled-90hz-display-5000mah-battery-i129808787.html,27999.0,1.0,5.0,,4,0.0
Apple IPhone 15 Pro Max | Natural Titanium Best Camera Phone | 1 Year Apple Warranty + Free 1 Year Extended Warranty And * One-Time Screen Replacement Within First Year,https://www.daraz.com.np/products/apple-iphone-15-pro-max-natural-titanium-best-camera-phone-1-year-apple-warranty-free-1-year-extended-warranty-and-one-time-screen-replacement-within-first-year-i131827442.html,205999.0,,0.0,12% Off,5,12.0
"Tecno Spark 20C (8/128GB) | 6.56"" TFT Display |  Android 13 | 5000 mAh Battery | 18 W Fast Charge",https://www.daraz.com.np/products/tecno-spark-20c-8128gb-656-tft-display-android-13-5000-mah-battery-18-w-fast-charge-i132144219.html,15990.0,1.0,0.0,,5,0.0
Unique 1Pro 2GB/32GB,https://www.daraz.com.np/products/unique-1pro-2gb32gb-i129182622.html,8000.0,,0.0,,5,0.0
OnePlus Nord 3 5G | 16GB RAM & 256GB ROM | 6.74 inch Fluid AMOLED 120Hz Display | 80W SuperVOOC Charge,https://www.daraz.com.np/products/oneplus-nord-3-5g-16gb-ram-256gb-rom-674-inch-fluid-amoled-120hz-display-80w-supervooc-charge-i127921279.html,57999.0,10.0,34.0,24% Off,5,24.0
Alcatel 1 (5033S) 8GB ROM + 1GB RAM,https://www.daraz.com.np/products/alcatel-1-5033s-8gb-rom-1gb-ram-i104192416.html,4999.0,2.0,29.0,30% Off,5,30.0
"Nothing Phone (2) (12/256GB) 5G | 6.7"" LTPO OLED AMOLED Display | 50 MP(OIS) + 50MP | 32MP Front Cam| Qualcomm Snapdragon 8+Gen 1 | 4700 mAh Battery 45W Charging",https://www.daraz.com.np/products/nothing-phone-2-12256gb-p5g-67-ltpo-oled-amoled-display-50-mpois-50mp-32mp-front-cam-qualcomm-snapdragon-8gen-1-4700-mah-battery-45w-charging-i132011155.html,75699.0,1.0,0.0,,5,0.0
Oppo A17k | 3GB RAM & 64GB ROM | 5000 mAh Battery | Side Mounted Finger Sensor,https://www.daraz.com.np/products/oppo-a17k-3gb-ram-64gb-rom-5000-mah-battery-side-mounted-finger-sensor-i123185329.html,13499.0,4.0,26.0,21% Off,5,21.0
"HONOR X5 Plus 4GB RAM , 64GB Storage 5200mAh Battery｜ 50MP Dual Camera｜ 90Hz Eye-Comfort Display ,",https://www.daraz.com.np/products/honor-x5-plus-4gb-ram-64gb-storage-5200mah-battery-50mp-dual-camera-90hz-eye-comfort-display-i128187975.html,13990.0,4.0,27.0,10% Off,5,10.0
Apple iPhone 11 (128GB),https://www.daraz.com.np/products/apple-iphone-11-128gb-i112856438.html,69000.0,10.0,38.0,23% Off,5,23.0
"OnePlus NORD N20 SE 4GB RAM 64 GB ROM 33W Charger 5,000mAh Battery  50MP AI Dual Camera Fast and Smooth OxygenOS 12.11",https://www.daraz.com.np/products/oneplus-nord-n20-se-4gb-ram-64-gb-rom-33w-charger-5000mah-battery-50mp-ai-dual-camera-fast-and-smooth-oxygenos-1211-i118096477.html,18999.0,12.0,48.0,19% Off,5,19.0
Nothing Phone 2 || Upto 512 GB || Snapdragon 8+ Gen 1,https://www.daraz.com.np/products/nothing-phone-2-upto-512-gb-snapdragon-8-gen-1-i131413331.html,75190.0,5.0,7.0,1% Off,5,1.0
"Samsung Galaxy A15 5G (8GB+128GB) | 6.5"" FHD+ Super AMOLED | 50MP Camera | 5G x Octa-core Processor | Super Fast Charging",https://www.daraz.com.np/products/samsung-galaxy-a15-5g-8gb128gb-65-fhd-super-amoled-50mp-camera-5g-x-octa-core-processor-super-fast-charging-i129699466.html,29999.0,1.0,6.0,,5,0.0
Infinix Smart 7 Plus (4GB+64GB) || Rear-Mounted Fingerprint || Li-Po 6000 mAh Battery,https://www.daraz.com.np/products/infinix-smart-7-plus-4gb64gb-rear-mounted-fingerprint-li-po-6000-mah-battery-i128125205.html,12899.0,4.0,33.0,1% Off,5,1.0
"Motorola Moto E13 2Gb Ram , 64Gb Storage , 5000Mah Battery |  6.5 Inch Ips  Display",https://www.daraz.com.np/products/motorola-moto-e13-2gb-ram-64gb-storage-5000mah-battery-65-inch-ips-display-i126423048.html,11999.0,8.0,30.0,,5,0.0
Benco V90 Plus || 4/128 GB || 5000 mAh Battery,https://www.daraz.com.np/products/benco-v90-plus-4128-gb-5000-mah-battery-i133792638.html,11549.0,,0.0,4% Off,5,4.0
"Infinix Hot 40i (8/128 GB) | 6.56"" Inch Display | UNISOC T606 Processor | 5000 mAh Charging | 18W Charger",https://www.daraz.com.np/products/infinix-hot-40i-8128-gb-656-inch-display-unisoc-t606-processor-5000-mah-charging-18w-charger-i131391533.html,17499.0,3.0,7.0,,5,0.0
M Horse Hot 30 Smart Phone 5000mAh Battery 4G Net 3/64,https://www.daraz.com.np/products/m-horse-hot-30-smart-phone-5000mah-battery-4g-net-364-i126653332.html,9975.0,6.0,65.0,5% Off,5,5.0
"OPPO A78 (8GB/256GB) | 6.43"" FHD+ AMOLED 90Hz Display | Snap-Dragon 680 (4nm) | 5000mAh Battery",https://www.daraz.com.np/products/oppo-a78-8gb256gb-643-fhd-amoled-90hz-display-snap-dragon-680-4nm-5000mah-battery-i128203997.html,32999.0,2.0,13.0,,5,0.0
Infinix Smart 8 Plus || 4/64 GB || 6000 mAh Battery,https://www.daraz.com.np/products/infinix-smart-8-plus-464-gb-6000-mah-battery-i129806328.html,13900.0,1.0,5.0,1% Off,5,1.0
"Itel A70 (12GB* RAM + 64GB ROM) | 2TB* Expandable memory | 5000mAh Battery | Side Fingerprint & Face Unlock | 100 Days Replacement Warranty | 120Hz Refresh Rate | 𝟔.𝟔"" 𝐝𝐢𝐬𝐩𝐥𝐚𝐲",https://www.daraz.com.np/products/itel-a70-12gb-ram-64gb-rom-2tb-expandable-memory-5000mah-battery-side-fingerprint-face-unlock-100-days-replacement-warranty-120hz-refresh-rate-i146301325.html,11810.0,,0.0,,5,0.0
Vivo Y18 || 6/128 GB || 5000 mAh,https://www.daraz.com.np/products/vivo-y18-6128-gb-5000-mah-i134078964.html,17790.0,,0.0,1% Off,5,1.0
"Redmi 9 Activ (4/64 GB) |  6.53"" HD+ IPS Display | Helio G35 | 5000 mAh Battery",https://www.daraz.com.np/products/redmi-9-activ-464-gb-653-hd-ips-display-helio-g35-5000-mah-battery-i111562169.html,15999.0,16.0,107.0,,5,0.0
"HONOR 90 5G | 12GB RAM , 256GB ROM | 5000MAh Battery with 66W fast Charging",https://www.daraz.com.np/products/honor-90-5g-12gb-ram-256gb-rom-5000mah-battery-with-66w-fast-charging-i128020852.html,58990.0,31.0,78.0,,5,0.0
Redmi 10 - 2022 ( RAM: 6 GB | ROM: 128 GB) | MediaTek Helio G88 | 50MP Main Camera,https://www.daraz.com.np/products/redmi-10-2022-ram-6-gb-rom-128-gb-mediatek-helio-g88-50mp-main-camera-i124591234.html,23999.0,4.0,35.0,,5,0.0
ITEL A60s 4GB+4GB RAM 128GB Storage Mobile Smartphone,https://www.daraz.com.np/products/itel-a60s-4gb4gb-ram-128gb-storage-mobile-smartphone-i131569720.html,12199.0,,0.0,4% Off,5,4.0
Vitu S6 Max 7Gb Ram 64Gb Room 4G VOLTE 5250 mAh Battery,https://www.daraz.com.np/products/vitu-max-7gb-ram-64gb-room-4g-volte-5250-mah-battery-i129697984.html,10925.0,1.0,6.0,5% Off,5,5.0
Camon 20 pro 4 Gb Ram 32 Gb Room 5000 Mah BATTRY,https://www.daraz.com.np/products/camon-20-pro-4-gb-ram-32-gb-room-5000-mah-battry-i147066039.html,8455.0,,0.0,5% Off,5,5.0
Samsung Galaxy S24 Ultra 5G (12GB/256GB) | AI Smartphone | SnapDragon 8Gen 3 for Galaxy | 200MP Main Camera,https://www.daraz.com.np/products/samsung-galaxy-ultra-5g-12gb256gb-ai-smartphone-snapdragon-8gen-3-for-galaxy-200mp-main-camera-i129570594.html,184999.0,1.0,0.0,,5,0.0
"Samsung Galaxy M14 4G (6GB,128GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 12GB RAM with RAM Plus",https://www.daraz.com.np/products/samsung-galaxy-m14-4g-6gb128gb-50mp-triple-cam-5000mah-battery-snapdragon-680-processor-2-gen-os-upgrade-4-year-security-update-12gb-ram-with-ram-plus-i131547703.html,21999.0,3.0,9.0,,5,0.0
COLORS P65 SMART PHONE 1 gb ram 8 gb rom,https://www.daraz.com.np/products/colors-p65-smart-phone-1-gb-ram-8-gb-rom-i115379845.html,5000.0,2.0,9.0,44% Off,5,44.0
Samsung Galaxy A05s (4GB+128GB) || Snapdragon 680 Chipset || 6.7 inches 90Hz LCD.,https://www.daraz.com.np/products/samsung-galaxy-a05s-4gb128gb-snapdragon-680-chipset-67-inches-90hz-lcd-i129114225.html,20899.0,2.0,5.0,5% Off,5,5.0
"OnePlus Nord N20 SE (4 GB RAM, 64 GB Storage | 6.56” LCD Display | 5000 mAh Battery)",https://www.daraz.com.np/products/oneplus-nord-n20-se-4-gb-ram-64-gb-storage-656-lcd-display-5000-mah-battery-i117829547.html,23499.0,9.0,47.0,,5,0.0
Benco S1 Plus || 16*/256 GB || Unisoc T616 || 5000 mAh Battery,https://www.daraz.com.np/products/benco-plus-16256-gb-unisoc-t616-5000-mah-battery-i135670316.html,19890.0,1.0,0.0,1% Off,5,1.0
"OnePlus Nord CE 3 5G (12GB RAM, 256GB Storage)",https://www.daraz.com.np/products/oneplus-nord-ce-3-5g-12gb-ram-256gb-storage-i146094817.html,36899.0,,0.0,35% Off,5,35.0
"Infinix HOT 40i (8/256GB) | 6.56"" Punch Hole Display | Unisoc T606 | 5000 mAh Battery | 18W Charger",https://www.daraz.com.np/products/infinix-hot-40i-8256gb-656-punch-hole-display-unisoc-t606-5000-mah-battery-18w-charger-i131395248.html,19999.0,,0.0,,5,0.0
"Infinix ZERO 30 4G (8/256GB)| 6.78"" FHD Display | Mediatek Dimensity Helio G99 | 5000 mAh Battery | 45W Charger",https://www.daraz.com.np/products/infinix-zero-30-4g-8256gb-678-fhd-display-mediatek-dimensity-helio-g99-5000-mah-battery-45w-charger-i130119997.html,33999.0,1.0,6.0,,5,0.0
F plus 2 gb ram 32 gb rom,https://www.daraz.com.np/products/f-plus-2-gb-ram-32-gb-rom-i133817305.html,7900.0,,0.0,,5,0.0
"Samsung Galaxy A54 5G (8GB/256GB) | 6.4"" 120Hz Super AMOLED Display | 32MP Front Camera | 5000mAh Battery",https://www.daraz.com.np/products/samsung-galaxy-a54-5g-8gb256gb-64-120hz-super-amoled-display-32mp-front-camera-5000mah-battery-i125791540.html,59999.0,10.0,31.0,,5,0.0
Realme 11 Pro+(12/256) l 200MP Camera & Dimensity 7050 5G l Display 6.7-inch OLED with 120Hz refresh Rate l 100W wired Charger,https://www.daraz.com.np/products/realme-11-pro12256-l-200mp-camera-dimensity-7050-5g-l-display-67-inch-oled-with-120hz-refresh-rate-l-100w-wired-charger-i128024200.html,60999.0,4.0,5.0,2% Off,5,2.0
Vivo V29 5G (12/256GB) l Snapdragon 778 5G chipset l 120Hz AMOLED Curved Screen l 50MP Camera l 80W Fast Charging,https://www.daraz.com.np/products/vivo-v29-5g-12256gb-l-snapdragon-778-5g-chipset-l-120hz-amoled-curved-screen-l-50mp-camera-l-80w-fast-charging-i128293679.html,57999.0,4.0,18.0,2% Off,5,2.0
